region,facility_name,facility_type,ownership,source,longitude,latitude
Awdal,Aasha Caddo Health Post,Health Post,MoHL,GPS,43.439201,11.1744
Awdal,Ali Xaydh Health Post,Health Post,MoHL,Other,43.252102,10.4488
Awdal,Ara-Weine Health Post,Health Post,MoHL,GPS,43.419399,10.2844
Awdal,Baki Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,Other,43.365312,10.009932
Awdal,Boon Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,Other,43.0841,10.18513
Awdal,Borama Central Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,Other,43.18392,9.93869
Awdal,Borama Regional Hospital,Regional Hospital,MoHL,GPS,43.689999,10.292
Awdal,Borama Save Our Souls (SOS) Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,Other,43.050941,10.29565
Awdal,Cabdil Qaaddir Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,GPS,42.8913,10.5118
Awdal,Cadaad Health Post,Health Post,MoHL,Other,43.266548,10.0777
Awdal,Cali-Haidh Health Post,Health Post,NA,GPS,45.39495,9.115507
Awdal,Central Borama Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL/NGO,GPS,43.1833,9.92895
Awdal,Dila Maternal & Child Health Centre,Maternal & Child Health Centre,NA,GPS,43.349998,9.78
Awdal,Dilla Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,Other,43.3445,9.77942
Awdal,Fadhi-Xun Health Post,Health Post,MoHL,Other,43.294688,10.292461
Awdal,Farda-Lagu Xidh Health Post,Health Post,MoHL,GPS,43.449699,10.4092
Awdal,Fiqi Adan Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,Other,43.192224,10.369623
Awdal,Garbodadar Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL/NGO,Other,43.626938,10.238379
Awdal,Gargaara Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,Other,43.805888,10.313044
Awdal,Gariso Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,43.459999,10.62
Awdal,Goraya Cowl Health Post,Health Post,MoHL,Other,43.22686,9.86789
Awdal,Gorgab Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL/NGO,GPS,43.1833,9.92893
Awdal,Hariirad Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,Other,42.872635,10.378273
Awdal,Hego Health Post,Health Post,MoHL,Other,43.2679,10.07739
Awdal,Idhan Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,Other,43.30208,9.69256
Awdal,Jarahorato Health Post,Health Post,MoHL,Other,43.330226,9.843865
Awdal,Jidhi Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,GPS,43.048,10.5926
Awdal,Kalawle Health Post,Health Post,MoHL,GPS,43.852699,10.5515
Awdal,Karure Health Post,Health Post,MoHL,GPS,43.588799,10.7506
Awdal,Lowyo-Ado Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,GPS,43.472801,11.3546
Awdal,Lughayo Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,Other,43.943153,10.682525
Awdal,Magala-Qaloc Health Post,Health Post,MoHL,Other,43.29025,9.73211
Awdal,Old Baki Health Post,Health Post,MoHL,GPS,43.369999,9.95222
Awdal,Qoor-Gaab Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,Other,43.4,10.183333
Awdal,Quli-Jeed Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,Other,43.31158,9.81661
Awdal,Ruqi Health Post,Health Post,MoHL,Other,43.42828,9.97025
Awdal,Sabowanaag Health Post,Health Post,MoHL,GPS,44.131401,10.5296
Awdal,Sheed Dheer Health Post,Health Post,MoHL,Other,43.52335,10.3018
Awdal,Sheikh Ali Jawhar Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,Google Earth,43.186785,9.946464
Awdal,Sheikh Cisman Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,GPS,43.1833,9.928951
Awdal,Tokhoshi Health Post,Health Post,MoHL,GPS,43.410599,11.3445
Awdal,Tulli Health Post,Health Post,MoHL,Other,43.3116,9.81661
Awdal,Waalago Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,Other,43.277599,9.8514
Awdal,Walaalgo Health Post,Health Post,MoHL,GPS,43.262699,9.86925
Awdal,Waraqadhigta Health Post,Health Post,MoHL,Other,43.62069,10.18336
Awdal,Weraar Health Post,Health Post,MoHL,Other,43.177502,9.73611
Awdal,Xamarta Health Post,Health Post,MoHL,GPS,43.360001,10.06
Awdal,Xoorrey Health Post,Health Post,NA,Other,43.367839,10.180079
Awdal,Zeylac Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL/NGO,GPS,43.472801,11.354601
Bakool,Abal Health Post,Health Post,NGO,GPS,43.9417,3.99389
Bakool,Abaq Beeday Health Post,Health Post,NGO,GPS,44.036598,4.12111
Bakool,Abaq Dhere Health Post,Health Post,NGO,GPS,44.361401,3.9863
Bakool,Abeesale Health Post,Health Post,NGO,GPS,44.520599,4.9053
Bakool,Aleemow Health Post,Health Post,NGO,GPS,43.267601,3.97815
Bakool,Arshamo Health Post,Health Post,NGO,GPS,43.355598,4.05381
Bakool,Ato Health Post,Health Post,NGO,GPS,43.3498,4.62065
Bakool,Baadikeen Health Post,Health Post,NA,GPS,44.603298,4.78937
Bakool,Bakaar Yare Health Post,Health Post,NGO,GPS,43.467701,3.6466
Bakool,Bana Health Post,Health Post,NGO,GPS,43.941002,4.0013
Bakool,Banjaneey Health Post,Health Post,NGO,GPS,43.929501,4.23486
Bakool,Ban-Soofe Health Post,Health Post,NGO,GPS,43.101601,4.05373
Bakool,Biyoley Health Post,Health Post,MoHL,GPS,44.421398,3.9359
Bakool,Boodaan Health Post,Health Post,NGO,GPS,43.249699,4.14399
Bakool,Burdho Health Post,Health Post,NGO,GPS,44.697201,4.17353
Bakool,Buulo Eyle Health Post,Health Post,NGO,GPS,43.3988,3.6761
Bakool,Buulo Jadiid1 Health Post,Health Post,NGO,GPS,44.3354,3.87255
Bakool,Buur Basle Health Post,Health Post,NGO,GPS,43.137699,4.06606
Bakool,Buur Dhuxunle Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,43.247101,4.05523
Bakool,Buur-Cadey Health Post,Health Post,NGO,GPS,43.3465,4.07754
Bakool,Ceel Barde Health Post,Health Post,NGO,GPS,43.6679,4.82309
Bakool,Ceel Barde Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,43.659901,4.82821
Bakool,Ceel Gudo Health Post,Health Post,NGO,GPS,44.356098,4.10825
Bakool,Ceel-Jeedow Health Post,Health Post,NGO,GPS,43.1912,3.96394
Bakool,Dhanawe Health Post,Health Post,NGO,GPS,44.641399,3.97077
Bakool,Dheemo / Bulo Dhowdhow Health Post,Health Post,NGO,GPS,44.5186,3.8155
Bakool,Dhurey Health Post,Health Post,NGO,GPS,43.329899,3.65478
Bakool,Dhuurey Health Post,Health Post,NGO,GPS,42.918499,4.26205
Bakool,Doonful Health Post,Health Post,NGO,GPS,43.994801,4.1837
Bakool,Doygaab Health Post,Health Post,NGO,Other,44.13665,3.98374
Bakool,Dudumble Health Post,Health Post,NGO,GPS,44.0877,4.1312
Bakool,Eedkiyaal Health Post,Health Post,NGO,GPS,44.015701,4.00332
Bakool,El Garas Health Post,Health Post,NGO,GPS,44.213299,4.1514
Bakool,El Haawey Health Post,Health Post,NGO,GPS,44.443501,4.02749
Bakool,El-Magad Health Post,Health Post,NGO,GPS,44.395901,4.91892
Bakool,Garas Maamow Health Post,Health Post,NGO,GPS,43.265301,3.72469
Bakool,Garas Weyne Health Post,Health Post,NGO,GPS,43.494099,4.25438
Bakool,Garsaaley Health Post,Health Post,NGO,GPS,43.231201,3.99638
Bakool,Gomor Sangar Health Post,Health Post,NGO,GPS,43.138199,4.03437
Bakool,Goobato Health Post,Health Post,NGO,GPS,43.164799,4.02374
Bakool,Hubudhi Health Post,Health Post,NGO,GPS,44.511398,3.86275
Bakool,Hudur Imc Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,43.890999,4.11624
Bakool,Hugey Health Post,Health Post,NGO,GPS,44.479,3.87316
Bakool,Imilow Health Post,Health Post,NGO,GPS,43.2206,4.27282
Bakool,Korkoor Health Post,Health Post,NGO,GPS,43.586601,3.6412
Bakool,Korkor Health Post,Health Post,NGO,GPS,44.0891,3.95889
Bakool,Kulunjerer Health Post,Health Post,NGO,GPS,43.586899,3.90303
Bakool,Madaa Health Post,Health Post,NGO,GPS,44.723801,3.95522
Bakool,Mad-Foodey Health Post,Health Post,NGO,GPS,43.309898,3.81364
Bakool,Misir Health Post,Health Post,NGO,GPS,44.597,3.97824
Bakool,Moro Gabey Health Post,Health Post,NGO,GPS,43.643501,4.18976
Bakool,Oorar Health Post,Health Post,NGO,GPS,44.345798,3.88281
Bakool,Oor-Gaafin Health Post,Health Post,NGO,GPS,43.431,3.89447
Bakool,Qurac-Joome Health Post,Health Post,NGO,GPS,44.301998,4.94472
Bakool,Quracle Health Post,Health Post,NGO,GPS,43.071499,4.31589
Bakool,Rabdhure Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,43.1549,4.34719
Bakool,Sarmaan Health Post,Health Post,NGO,GPS,44.004299,3.95649
Bakool,Shiimi Health Post,Health Post,NGO,GPS,44.538799,4.05943
Bakool,Tiyeglow Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,44.51275,4.0182
Bakool,Towsiiley Hadame Health Post,Health Post,NGO,GPS,43.355999,4.01606
Bakool,Waab Giraad Health Post,Health Post,NGO,GPS,43.260502,4.11572
Bakool,Waajid Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,43.247101,3.80925
Bakool,War Gubey Health Post,Health Post,NGO,GPS,43.1017,4.1003
Bakool,War Kulunle Health Post,Health Post,NGO,GPS,44.444199,4.1004
Bakool,Wararey Health Post,Health Post,NGO,GPS,44.581902,4.02661
Bakool,Wjd WVI Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,Other,43.247089,3.80925
Bakool,Xudur MSF-Belgium Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,43.887001,4.1291
Bakool,Yeed Health Post,Health Post,NGO,GPS,43.027599,4.537187
Bakool,Yet Health Post,Health Post,NGO,GPS,43.044601,4.55237
Banadir,Adan Ade Hospital,Hospital,NA,Google Earth,45.2987011,2.0210858
Banadir,Al-Cimraan Hospital,Hospital,NA,GPS,45.333698,2.041391
Banadir,Al-Imran Hospital,Hospital,NA,GPS,45.333698,2.041406
Banadir,Banadir Hospital,Hospital,MoHL,GPS,45.298901,2.03645
Banadir,Banadir ICRC/WFP Hospital,Hospital,NGO,GPS,45.303902,2.03645
Banadir,Banadir KDI Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,45.333698,2.041401
Banadir,Banadir OPD/ACF Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,45.33372,2.041398
Banadir,Banadir SOS Hospital,Hospital,NGO,GPS,45.368801,2.0903
Banadir,Banadir Therapeutic Feeding Centre Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,45.333698,2.041502
Banadir,Bexani Voluntary Hospital,Hospital,NA,GPS,45.333698,2.041407
Banadir,Bondere Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,Other,45.342183,2.046567
Banadir,Canada Polyclinic Hospital,Hospital,NA,GPS,45.333698,2.041403
Banadir,Ceelasha Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,Other,45.334017,2.042683
Banadir,Daynile Hospital,Hospital,MoHL,GPS,45.333698,2.041408
Banadir,Daynile Maternal & Child Health Centre,Maternal & Child Health Centre,CBO,GPS,45.333698,2.041394
Banadir,Dr. Xasan Jis Memory Hospital,Hospital,NA,GPS,45.333698,2.041409
Banadir,Hamar Jab Jab Maternal & Child Health Centre,Maternal & Child Health Centre,CBO,GPS,45.333698,2.041405
Banadir,Hamarweyne Maternal & Child Health Centre,Maternal & Child Health Centre,CBO,GPS,45.333698,2.04141
Banadir,Hanano 2 Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,45.333698,2.041421
Banadir,Hanano Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,Other,45.333698,2.041411
Banadir,Hayat Medical Group Hospital,Hospital,NGO,GPS,45.333698,2.041390064
Banadir,Karan ICRS/SPCS Hospital,Hospital,NGO,GPS,45.387001,2.05384
Banadir,Karan Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,45.333698,2.041392
Banadir,Lazaretto Forlanini Hospital,Hospital,NA,Other,45.357764,2.045865
Banadir,Madina Hospital,Hospital,NGO,GPS,45.33372,2.041403
Banadir,Madino Maternal & Child Health Centre,Maternal & Child Health Centre,NA,GPS,45.333698,2.041393
Banadir,Martino Hospital,Hospital,NA,Other,45.33994,2.03059
Banadir,Mogadishu Voluntary Hospital,Hospital,NA,GPS,45.333698,2.041398
Banadir,Muslim Aid-Medina Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,45.333698,2.041414
Banadir,Ramadan Clinic Centre Hospital,Hospital,NA,GPS,45.333698,2.041399
Banadir,Shibis Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,45.333698,2.041395
Banadir,Shifa Hospital,Hospital,NA,GPS,45.333698,2.0414
Banadir,Shifo Voluntary Hospital,Hospital,NA,GPS,45.333698,2.041396
Banadir,Sifa Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,45.333698,2.041412
Banadir,Social Security Hospital,Hospital,NA,GPS,45.342701,2.03998
Banadir,SWISSO Kalmo Madina Health Post,Health Post,NGO,GPS,42.65155,-0.01014
Banadir,Waberi Hospital,Hospital,MoHL,Other,48.49092,8.40088
Banadir,Waberi Maternal & Child Health Centre,Maternal & Child Health Centre,CBO,GPS,45.333698,2.041397
Banadir,Wadajir Hospital,Hospital,NA,GPS,45.298199,2.01628
Banadir,Wadajir Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,GPS,45.298199,2.016281
Banadir,Xabeeb Voluntary Hospital,Hospital,NA,GPS,45.333698,2.041402
Banadir,Yaqshid Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,45.33372,2.041399
Banadir,Zam-Zam Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,45.33372,2.041404
Bari,Adisona Health Post,Health Post,MoHL/NGO,Other,49.22971,9.53071
Bari,Alula District Hospital,Hospital,MoHL,GPS,50.757251,11.96204
Bari,Alula Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,GPS,50.757505,11.959862
Bari,Ambar Sare Health Post,Health Post,MoHL/NGO,Other,49.487782,9.67444
Bari,Aris Health Post,Health Post,NGO,Other,50.79823,9.58285
Bari,Balidhidin Health Post,Health Post,MoHL,GPS,50.392799,10.8808
Bari,Bandarbeyla Hospital,Hospital,NGO,GPS,50.806822,9.492043
Bari,Bandarbeyla Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL/NGO,Other,50.81223,9.49482
Bari,Bareeda Health Post,Health Post,MoHL,GPS,50.155701,11.5066
Bari,Bargaal Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,GPS,51.077301,11.2853
Bari,Barmadobe Health Post,Health Post,NGO,Other,50.884077,10.057116
Bari,Beldaje A/Lahi Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,Combination,49.197261,11.282749
Bari,Bixin Health Post,Health Post,MoHL,Other,50.434719,9.08889
Bari,Bosaso Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,GPS,49.215905,11.213109
Bari,Bosaso Regional Hospital,Hospital,MoHL,GPS,49.18,11.28
Bari,Carmo Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,Other,49.0609,10.5665
Bari,Dardare Health Post,Health Post,NGO,Other,49.057825,9.412344
Bari,Dhadaar Health Post,Health Post,MoHL,GPS,49.8708,11.1247
Bari,Dharinbar Health Post,Health Post,NGO,Other,50.47511,8.93532
Bari,Dhudhub Health Post,Health Post,NGO,Other,49.91697,9.22973
Bari,Dhur Health Post,Health Post,NGO,Other,50.6054,9.24487
Bari,Dhuudo Health Post,Health Post,NA,GPS,50.200001,9.22
Bari,Dhuudo Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL/NGO,Other,50.20782,9.32518
Bari,Dudhooyo Health Post,Health Post,MoHL/NGO,Other,49.94609,9.87715
Bari,Durdura Health Post,Health Post,NGO,Other,50.6054,9.244871
Bari,El-Dhidar Health Post,Health Post,NGO,Other,50.70719,9.2775
Bari,Foar Health Post,Health Post,NGO,Other,50.89698,10.31324
Bari,Galgala Health Post,Health Post,MoHL,Other,49.00639,11.19406
Bari,Garan Health Post,Health Post,NGO,Geonames,50.9,10.166667
Bari,Gargoore Health Post,Health Post,MoHL/NGO,GPS,50.689999,10.49
Bari,Geesaley Health Post,Health Post,MoHL,Other,50.5033,11.7463
Bari,Guud'Ad Health Post,Health Post,MoHL/NGO,GPS,49.196499,9.75021
Bari,Habal Reer Health Post,Health Post,MoHL/NGO,Other,49.36823,9.82858
Bari,Habeb Hospital,Hospital,NA,GPS,49.217701,10.9843
Bari,Hafun Health Post,Health Post,NGO,Other,51.26877,10.42118
Bari,Hafun Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,Other,51.26094,10.42312
Bari,Handha Health Post,Health Post,NGO,Other,51.13778,10.65037
Bari,Humbais Health Post,Health Post,MoHL/NGO,Other,49.89129,9.64142
Bari,Hurdie Health Post,Health Post,NGO,Other,51.1341,10.56311
Bari,Iskushuban District Hospital,Hospital,MoHL,GPS,50.220001,10.28
Bari,Iskushuban Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,50.220001,10.280001
Bari,Jeded Health Post,Health Post,MoHL/NGO,Other,49.58804,9.40457
Bari,Kalabayr Health Post,Health Post,MoHL,GPS,49.202999,10.7606
Bari,Kob Dexaad Health Post,Health Post,MoHL,Other,49.49867,10.65613
Bari,Kubo Health Post,Health Post,MoHL,Other,49.063591,9.50196
Bari,Kulaal Health Post,Health Post,MoHL,GPS,50.629101,9.15954
Bari,Kulule Health Post,Health Post,NGO,Other,50.6441,9.14834
Bari,Laag Health Post,Health Post,MoHL,Other,49.18761,11.03675
Bari,Laaso Dawaco Health Post,Health Post,MoHL,GPS,49.080002,10.46
Bari,Libah-Har Health Post,Health Post,MoHL,Other,49.39944,9.4861
Bari,Meladen Health Post,Health Post,MoHL/NGO,GPS,49.799999,10.43
Bari,Meygag Health Post,Health Post,NGO,Other,49.92156,9.51844
Bari,Qaararsoor Health Post,Health Post,NGO,Other,49.57182,9.64573
Bari,Qalwo Health Post,Health Post,NGO,Other,49.51478,9.63611
Bari,Qandala Hospital,Hospital,MoHL,GPS,49.871399,11.4724
Bari,Qandala Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,GPS,49.871399,11.472401
Bari,Qardho Hospital,Hospital,NGO,GPS,49.080002,9.5
Bari,Qardho Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL/NGO,GPS,49.086102,9.50694
Bari,Qoton Health Post,Health Post,MoHL/NGO,Other,50.47137,9.59549
Bari,Rako Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,49.720001,9.78
Bari,Sayn-Yar Health Post,Health Post,MoHL,Other,51.203018,11.77082
Bari,Sherbi Maternal & Child Health Centre,Maternal & Child Health Centre,MoHL,GPS,49.090801,9.86306
Bari,Shimbiralle Health Post,Health Post,MoHL/NGO,GPS,45.02249,10.1313
Bari,Shire Health Post,Health Post,MoHL,Other,49.21289,9.09009
Bari,Tasjiic Health Post,Health Post,MoHL,Other,49.45761,10.86239
Bari,Timirshe Health Post,Health Post,MoHL/NGO,GPS,50.419998,10.56
Bari,Towfiiq Hospital,Hospital,NA,GPS,49.217701,10.984301
Bari,Ufeyn Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,49.75497,10.65083
Bari,Xaabo Health Post,Health Post,MoHL,GPS,50.529604,11.786615
Bari,Xiddo Health Post,Health Post,MoHL/NGO,GPS,49.053699,9.95736
Bari,Xiriiro Health Post,Health Post,MoHL/NGO,GPS,50.240002,9.97
Bari,Xunbays Health Post,Health Post,MoHL/NGO,GPS,49.8913,9.64142
Bari,Yaka Health Post,Health Post,MoHL/NGO,GPS,49.119999,9.22
Bari,Yalaho Health Post,Health Post,MoHL,Other,49.25253,10.91755
Bay,Aawdiinle Health Post,Health Post,NGO,Other,43.40989,3.17055
Bay,Abees Eemid Health Post,Health Post,NGO,GPS,43.465302,3.11035
Bay,Adado Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,43.6469,3.11718
Bay,Aliyow-Geele Health Post,Health Post,NGO,Other,44.09303,2.73131
Bay,Arjeg/Dafaad Health Post,Health Post,NGO,Other,43.65057,2.6883
Bay,Aw Mayow Health Post,Health Post,NGO,Other,44.10297,2.50042
Bay,Baido Opd Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,43.643299,3.11064
Bay,Baidoa Caritas OPD/ Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,43.6665,3.12631
Bay,Baidoa DMO OPD/ Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,43.649799,3.11634
Bay,Baidoa Hospital,Hospital,MoHL,GPS,43.643299,3.110641
Bay,Baidoa World Vision International Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,43.657501,3.12238
Bay,Ban -Buraale Health Post,Health Post,NGO,Other,44.12961,2.80798
Bay,Barariya Health Post,Health Post,NGO,Other,44.17152,2.57058
Bay,Bardaale Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,43.198101,3.2146
Bay,Bardale Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,43.19809,3.2146
Bay,Berdalle Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,Other,43.198048,3.214367
Bay,Biyoley /Opd Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,44.23175,2.95874
Bay,Bootis Health Post,Health Post,NGO,Other,43.39414,2.85697
Bay,Borame Health Post,Health Post,NGO,Other,43.195389,3.31732
Bay,Bullo Bilan (Barow) Health Post,Health Post,NGO,Other,44.039551,3.53238
Bay,Bulo Barako Health Post,Health Post,NGO,Other,43.49613,2.99134
Bay,Burhakaba /OPD Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,44.08205,2.80488
Bay,Bur-Heybe Health Post,Health Post,NGO,Other,44.30619,2.99114
Bay,Buulo Garas Health Post,Health Post,NA,Other,42.97872483,2.664508063
Bay,Buur Hakaba Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,Other,44.08205,2.804881
Bay,Caasha Gaabo Health Post,Health Post,NGO,Other,43.61349,3.26379
Bay,Cadada /OPD Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,43.6665,3.126311
Bay,Cadey Kuudka Health Post,Health Post,NGO,Other,43.96834,2.66683
Bay,Caliyow-Muumin Health Post,Health Post,NGO,Other,43.51587,2.98528
Bay,Cambuul Weyne Health Post,Health Post,NGO,Other,44.13803,2.70299
Bay,Dagardhere Health Post,Health Post,NGO,Other,44.01094,2.52503
Bay,Dambal Health Post,Health Post,NGO,Other,43.60237,3.2344
Bay,Daynuunay Health Post,Health Post,NGO,GPS,43.796902,3.03985
Bay,Dhanfarur/Shiidalow Health Post,Health Post,NGO,GPS,44.0779,2.93813
Bay,Dhuboy Health Post,Health Post,NGO,Other,43.450851,3.04098
Bay,Diinsoor District Hospital,Hospital,NGO,GPS,42.976601,2.40732
Bay,Diinsoor Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,42.976601,2.40735
Bay,Doora-Weri Health Post,Health Post,NGO,Other,43.80445,3.71711
Bay,Dooygodobey Health Post,Health Post,NGO,GPS,44.121201,3.00592
Bay,Eedin Gaal Benle Health Post,Health Post,NGO,Other,43.465618,3.0127
Bay,Faajar Busul Health Post,Health Post,NGO,Other,43.57107,3.50691
Bay,Garasgod Health Post,Health Post,NGO,Other,43.51245,2.44037
Bay,Gomorey Health Post,Health Post,NGO,GPS,43.974098,3.04648
Bay,Goof Health Post,Health Post,NGO,GPS,44.191002,2.97854
Bay,Goorisine Health Post,Health Post,NGO,Other,43.4188,2.94519
Bay,Gubud Sagaar Health Post,Health Post,NGO,Other,43.28015,3.56663
Bay,Habare Health Post,Health Post,NGO,Other,43.83136,3.21788
Bay,Hawl Wadag OPD/ Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,Other,43.64674,3.12154
Bay,Isha OPD/ (Srcs) Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,Other,43.586048,3.19692
Bay,Keerow Diiga Health Post,Health Post,NGO,Other,43.91113,2.81438
Bay,Kerowmalaqdi Health Post,Health Post,NGO,Other,43.4773,3.28633
Bay,Kurkurow Health Post,Health Post,NGO,GPS,43.735298,2.89606
Bay,Kurow Ay Dhuubay Health Post,Health Post,NGO,Other,44.129879,2.76607
Bay,Kurto Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,43.355202,3.57966
Bay,Labaatan Jirow Health Post,Health Post,NGO,Other,43.75718,3.53851
Bay,Labi Saab Health Post,Health Post,NA,Other,42.71103547,2.795392748
Bay,Lafaale Health Post,Health Post,NGO,Other,43.57108,3.2153
Bay,Liimaale Health Post,Health Post,NGO,GPS,44.0158,2.88865
Bay,Lug-Habar Health Post,Health Post,NGO,GPS,43.931499,2.91796
Bay,Manaas Health Post,Health Post,NGO,Other,43.46664,2.8936
Bay,Midow Health Post,Health Post,NGO,Other,43.4667,3.17342
Bay,Milleel Health Post,Health Post,NGO,Other,43.58801,3.43602
Bay,Mintaan Health Post,Health Post,NGO,Other,43.5284,3.3311
Bay,Mooda-Mooda Health Post,Health Post,NGO,Other,43.84937,3.00703
Bay,Qahirayary Health Post,Health Post,NGO,Other,43.44583,3.25093
Bay,Qansax Dheere Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,43.004299,2.87123
Bay,Qasax Dhere Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,43.00434,2.87123
Bay,Raydabow Health Post,Health Post,NGO,Other,44.14275,2.85558
Bay,Seydhelow Health Post,Health Post,NGO,Other,43.6726,3.3685
Bay,Shabeelow Health Post,Health Post,NGO,Other,43.4869,2.95606
Bay,Shiidlow (Afar Shiidow) Health Post,Health Post,NGO,Other,44.08361,2.84546
Bay,Toor-Toorow Health Post,Health Post,NGO,Other,44.19543,2.76279
Bay,Toos Weyne Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,43.205799,3.08983
Bay,Towsi-Libee Health Post,Health Post,NA,Other,42.67236923,2.857860437
Bay,Tufka Health Post,Health Post,NA,Other,42.88949504,2.622862934
Bay,Ufurow Maternal & Child Health Centre,Maternal & Child Health Centre,NGO,GPS,42.886799,2.76215
Bay,Uusley Health Post,Health Post,NGO,Other,43.6663,3.28561
Bay,Uuslli Health Post,Health Post,NGO,Other,43.4996,3.38598
Bay,Waamo Health Post,Health Post,NGO,GPS,44.0485,3.03407
Bay,Wafdhey Weyn Health Post,Health Post,NGO,Other,44.118408,2.8729
Bay,Walaq Health Post,Health Post,NGO,GPS,43.2258,3.4952
Bay,Warabale Health Post,Health Post,NGO,GPS,43.8097,2.91037
Bay,Weel Dink Health Post,Health Post,NA,Other,42.73483008,2.694254583
Bay,Wegelow Gaduudow Health Post,Health Post,NGO,GPS,44.159199,3.07874
Bay,Xagarka Health Post,Health Post,NGO,GPS,43.318901,2.89596
Bay,Yuubka Health Post,Health Post,NGO,Other,44.01126,2.62648
Galgadud,Balanbal Health Centre,Health Centre,NA,Other,45.95878166,5.666060448
Galgadud,Docole Lgr Health Centre,Health Centre,NA,Other,47.00098558,6.341900071
